Species,Order,Family,Genus,Species.1,BDT.C,UDT.C,EADDC,EEDDC,OS,ET,LT,TL1,TL2,TL3,TL4,TL5,TP,TMA,TOA,DE,DLT,D1,D2,D3,D4,D5,DP,DMA,DOA,DBE,DBLT,DB1,DB2,DB3,DB4,DB5,DBP,DBMA,DBOA,pest,aquatic,pupal,parasitoid,Author,Year,Title,Journal,Vol,Pages,Location,lon,lat,quality,index
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,postvittana,7,NA,634.2,NA,NA,NA,6.7,NA,NA,NA,NA,NA,6.7,NA,NA,NA,398.8,NA,NA,NA,NA,NA,135.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,"Danthanarayana, W.",1975,"The bionomics, distribution and host range of the light brown apple moth, Epiphyas postvittana (Walk.) (Tortricidae).",Australian Journal of Zoology,23,419-437,"Bundoora, Victoria, Australia",145.064,-37.6967,1,982
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,postvittana,7.5,NA,561.2,NA,NA,NA,7.1,NA,NA,NA,NA,NA,7.5,NA,NA,NA,333.6,NA,NA,NA,NA,NA,128.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,"Danthanarayana, W.",1975,"The bionomics, distribution and host range of the light brown apple moth, Epiphyas postvittana (Walk.) (Tortricidae).",Australian Journal of Zoology,23,419-437,"Bundoora, Victoria, Australia",145.064,-37.6967,1,982
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,postvittana,7.5,31.5,609,639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.7,345.9,NA,NA,NA,NA,NA,#,#,NA,1,0,1,0,"Danthanarayana, W.",1975,"The bionomics, distribution and host range of the light brown apple moth, Epiphyas postvittana (Walk.) (Tortricidae).",Australian Journal of Zoology,23,419-437,"Bundoora, Victoria, Australia",145.064,-37.6967,1,982
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,postvittana,7.6,NA,578,NA,NA,NA,7.1,NA,NA,NA,NA,NA,8,NA,NA,NA,351.2,NA,NA,NA,NA,NA,126.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,"Danthanarayana, W.",1975,"The bionomics, distribution and host range of the light brown apple moth, Epiphyas postvittana (Walk.) (Tortricidae).",Australian Journal of Zoology,23,419-437,"Warrandyte, Victoria, Australia",145.2011,-37.7397,1,983
Epiphyas postvittana,Lepidoptera,Tortricidae,Epiphyas,postvittana,7.9,NA,543.6,NA,NA,NA,8,NA,NA,NA,NA,NA,7.1,NA,NA,NA,310.4,NA,NA,NA,NA,NA,132.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,"Danthanarayana, W.",1975,"The bionomics, distribution and host range of the light brown apple moth, Epiphyas postvittana (Walk.) (Tortricidae).",Australian Journal of Zoology,23,419-437,"Warrandyte, Victoria, Australia",145.2011,-37.7397,1,983
Episyrphus balteatus,Diptera,Syrphidae,Episyrphus,balteatus,6.8,NA,261,374,NA,5.4,5.8,NA,NA,NA,NA,NA,8.1,NA,NA,44.4,127.9,NA,NA,NA,NA,NA,96.5,NA,NA,37,115,NA,NA,NA,NA,NA,#,NA,NA,0,0,1,0,"Hart, A. J., J. S. Bale, et al.",1997,"Developmental threshold, day-degree requirements and voltinism of the aphid predator Episyrphus balteatus (Diptera: Syrphidae)",Annals of Applied Biology,130,427-437,United Kingdom,-3.43597,55.37805,3,288
Episyrphus balteatus,Diptera,Syrphidae,Episyrphus,balteatus,4.9,NA,334.2,NA,NA,6.7,2.4,NA,NA,NA,NA,NA,6.1,NA,NA,30.5,186,NA,NA,NA,NA,NA,123.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,"Ankersmit G,W., Dijkman H., Keuning N.J., Sins A., Tacoma H.M.",1986,Episyrphus balteatus as a predator of the aphid Sitobion avenae on winter wheat.,Entomologia Experimentalis et Applicata,42,271 - 277,"Wageningen, Netherlands",5.665395,51.96919,1,287
Eretmocerus eremicus,Hymenoptera,Aphelinidae,Eretmocerus,eremicus,6.1,NA,366.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,"Tullett, A. G., A. J. Hart, et al.",2004,Assessing the effects of low temperature on the establishment potential in Britain of the non-native biological control agent Eretmocerus eremicus.,Physiological Entomology,29,363-371,"Little Clackton, United Kingdom",1.141214,51.8241,2,606
Eretmocerus eremicus,Hymenoptera,Aphelinidae,Eretmocerus,eremicus,5.44,NA,417.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,"Greenberg, S. M., B. C. Legaspi, Jr., et al.",2000,Temperature-dependent life history of Eretmocerus eremicus (Hymenoptera: Aphelinidae) on two whitefly hosts (Homoptera: Aleyrodidae),Environmental Entomology,29,851-860,"Oxnard, California",-119.177,34.19359,1,605
Eretmocerus eremicus,Hymenoptera,Aphelinidae,Eretmocerus,eremicus,8.7,NA,314.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,"Greenberg, S. M., B. C. Legaspi, Jr., et al.",2000,Temperature-dependent life history of Eretmocerus eremicus (Hymenoptera: Aphelinidae) on two whitefly hosts (Homoptera: Aleyrodidae),Environmental Entomology,29,851-860,"Oxnard, California",-119.177,34.19359,1,605
Eretmocerus sp.,Hymenoptera,Aphelinidae,Eretmocerus,sp.,8.9,NA,377.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,"Powell D.A., Bellows T.S.",1992,Development and reproduction of two populations of Eretmocerus species (Hymenoptera: Aphelinidae) on Bemisia tabaci (Homoptera: Aleyrodidae).,Environmental Entomology,21,651 - 658,"Indio, California, USA",-116.2155619,33.7205771,2,607
Eretmocerus sp.,Hymenoptera,Aphelinidae,Eretmocerus,sp.,10.6,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,"Powell D.A., Bellows T.S.",1992,Development and reproduction of two populations of Eretmocerus species (Hymenoptera: Aphelinidae) on Bemisia tabaci (Homoptera: Aleyrodidae).,Environmental Entomology,21,651 - 658,"Indio, California, USA",-116.2155619,33.7205771,2,607
Eretmocerus sp.,Hymenoptera,Aphelinidae,Eretmocerus,sp.,12.7,NA,265.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,"Powell D.A., Bellows T.S.",1992,Development and reproduction of two populations of Eretmocerus species (Hymenoptera: Aphelinidae) on Bemisia tabaci (Homoptera: Aleyrodidae).,Environmental Entomology,21,651 - 658,"Indio, California, USA",-116.2155619,33.7205771,2,607
Eretmocerus sp.,Hymenoptera,Aphelinidae,Eretmocerus,sp.,13.2,NA,240.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,"Powell D.A., Bellows T.S.",1992,Development and reproduction of two populations of Eretmocerus species (Hymenoptera: Aphelinidae) on Bemisia tabaci (Homoptera: Aleyrodidae).,Environmental Entomology,21,651 - 658,"Indio, California, USA",-116.2155619,33.7205771,2,607
Eretmocerus sp.,Hymenoptera,Aphelinidae,Eretmocerus,sp.,9.4,NA,373.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,"Powell D.A., Bellows T.S.",1992,Development and reproduction of two populations of Eretmocerus species (Hymenoptera: Aphelinidae) on Bemisia tabaci (Homoptera: Aleyrodidae).,Environmental Entomology,21,651 - 658,"Indio, California, USA",-116.21556,33.72058,2,607
Eretmocerus sp.,Hymenoptera,Aphelinidae,Eretmocerus,sp.,12.4,NA,267.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,"Powell D.A., Bellows T.S.",1992,Development and reproduction of two populations of Eretmocerus species (Hymenoptera: Aphelinidae) on Bemisia tabaci (Homoptera: Aleyrodidae).,Environmental Entomology,21,651 - 658,"Oahu, Hawaii, USA",-158.0000565,21.4389123,2,608
Eriopis connexa,Coleoptera,Coccinellidae,Eriopis,connexa,10.2,NA,226.8,NA,NA,10.3,10.7,NA,NA,NA,NA,NA,6.9,NA,NA,49.7,122.5,NA,NA,NA,NA,NA,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,"Miller, J. C. and J. W. Paustian",1992,Temperature-dependent development of Eriopis connexa (Coleoptera: Coccinellidae).,Environmental Entomology,21,1139-1142,"Niles, Michigan",-86.2556,41.84247,1,42
Eriosoma lanigerum,Homoptera,Aphididae,Eriosoma,lanigerum,5.19,32,267.63,NA,NA,-,5.19,5.76,4.75,4.9,4.4,NA,NA,NA,NA,-,267.63,125.63,50.98,47.74,50.65,NA,NA,NA,NA,-,267.63,126,52.3,49.7,53.4,NA,-,NA,NA,1,0,0,0,"Asante, S. K., W. Danthanarayana, et al.",1991,"Bionomics and population growth statistics of apterous virginoparae of woolly apple aphid, Eriosoma lanigerum, at constant temperatures",Entomologia Experimentalis et Applicata,60,261-270,"New South Wales, Australia",146.921099,-31.2532183,2,480
Erythroneura comes,Homoptera,Cicadellidae,Erythroneura,comes,10,NA,497,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,289,57,46,45,53,88,-,#,NA,0,0,0,0,"Martinson, T. E. and T. J. Dennehy",1995,Influence of temperature-driven phenology and photoperiodic induction of reproductive diapause on population dynamics of Erythroneura comes (Homoptera: Cicadellidae),Environmental Entomology,24,1504-1514,"Geneva, NY, USA",-76.985557,42.8679836,3,553
Erythroneura elegantula,Homoptera,Cicadellidae,Erythroneura,elegantula,10.3,NA,544.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Jensen, F. L., and D. L. Flaherty",1982,Grape Leafhopper,In: Grape Pest Management. U.C. Div. Agr. Sci. Publ. #4105,NA,95-110,"California, USA",-119.418,36.77826,4,554
Euhrychiopsis leconti,Coleoptera,Curculionidae,Euhrychiopsis,leconti,9.74,NA,311.14,NA,NA,8.18,9.94,NA,NA,NA,NA,NA,10.23,NA,NA,80.77,109.86,NA,NA,NA,NA,NA,124.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,"Mazzei, K.C., Mewman, R.N., Loos, A. and Ragsdale, D.W.",1999,"Developmental Rates of the Native Milfoil Weevil, Euhrychiopsis lecontei, and Damage to Eurasian Watermilfoil at Constant Temperatures.",Biological Control,16,139-143,"Minnesota, USA",-94.4266,45.89582,2,86
Eupeodes corollae,Diptera,Syrphidae,Eupeodes,corollae,3.6,NA,341.08,NA,NA,5.6,1.9,NA,NA,NA,NA,NA,4.3,NA,NA,3.9,176.32,NA,NA,NA,NA,NA,137.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,"Benestad, E.",1970,"Laboratory Experiments on the Biology of Syrphus corollae ( Fabr.) (Diptera, Syrphidae).",Norsk Entomol. Tidskr.,17,77-85,"Vollebekk, Oslo, Norway",10.8315,59.93622,1,289
Eupeodes corollae,Diptera,Syrphidae,Eupeodes,corollae,3.9,NA,327.9,NA,NA,3.8,3.2,NA,NA,NA,NA,NA,4.3,NA,NA,44,148,NA,NA,NA,NA,NA,138.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,"Benestad, E.",1970,"Laboratory Experiments on the Biology of Syrphus corollae ( Fabr.) (Diptera, Syrphidae).",Norsk Entomol. Tidskr.,17,77-85,"Vollebekk, Oslo, Norway",10.8315,59.93622,1,289
Euplectrus melanocephalus,Hymenoptera,Eulophidae,Euplectrus,melanocephalus,15.6,30,118.84,NA,NA,14.55,NA,NA,NA,NA,NA,NA,16.9,NA,NA,87.6,NA,NA,NA,NA,NA,NA,33.6,NA,NA,78.65,NA,NA,NA,NA,NA,NA,#,NA,NA,0,0,1,1,"Jones, P. and D. P. A. Sands",1999,"Euplectrus melanocephalus Girault (Hymenoptera: Eulophidae), an ectoparasitoid of larvae of fruit-piercing moths (Lepidoptera: Noctuidae: Catocalinae) from northern Queensland.",Australian Journal of Entomology,38,377-381,"Sabine National Forest, Hemphill, Texas, USA",-93.7700272,31.4438955,2,713
Euproctis pseudoconspersa,Lepidoptera,Lymantriidae,Euproctis,pseudoconspersa,10.28,NA,832.62,NA,NA,14.23,10.2,NA,NA,NA,NA,NA,9.54,NA,NA,71.69,479.88,NA,NA,NA,NA,NA,198.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,"Ai, H., S. Zhao, et al.",1998,"The effects of temperature on developmental rate of tea caterpillar, Euproctis pseudoconspersa",Wuyi Science Journal,14,151-157,"Fuzhou, Fujian Province, China",119.3,26.06,2,836
Eurygaster integriceps,Hemiptera,Scutelleridae,Eurygaster,integriceps,19.94,NA,275.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Iranipour, S., A. K. Pakdel, et al.",2003,Age specific mortality and temperature-dependent development of immature stages of sunn pest (Eurygaster integriceps Put.) (Heteroptera: Scutelleridae) in four constant temperatures.,Applied Entomology and Phytopathology,70,"1-17,1-6","Tehran, Iran",51.3889736,35.6891975,NA,386
Euschistus conspersus,Hemiptera,Pentatomidae,Euschistus,conspersus,12,37,525.3,NA,adult,10.5,13.12,12.9,13,-,-,-,NA,NA,NA,66.64,394.79,215.54,207.2,-,-,-,NA,NA,NA,83.53,441.78,56.78,91.93,78.48,85.68,128.93,-,NA,NA,0,0,0,0,"Cullen, E. M. and F. G. Zalom",2000,Phenology-based field monitoring for consperse stink bug (Hemiptera: Pentatomidae) in processing tomatoes,Environmental Entomology,29,560-567,"Davis, California",-121.7405167,38.5449065,4,374
Euschistus conspersus,Hemiptera,Pentatomidae,Euschistus,conspersus,10.4,NA,505.6,NA,NA,11.6,10.2,NA,NA,NA,NA,NA,NA,NA,NA,59.9,446.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Toscano, N.C. and Stern, V.M.",1976,Development and reproduction of Euschistus conspersus at different temperatures.,Annals of the Entomological Society of America,69,839-840,"Riverside, California",-117.3961564,33.9533487,3,375
Euzopherodes vapidella,Lepidoptera,Pyralidae,Euzopherodes,vapidella,9.21,NA,522.02,NA,NA,16.51,5.07,NA,NA,NA,NA,NA,5.73,NA,NA,42.17,364.95,NA,NA,NA,NA,NA,175.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,"Ashamo, M.O. and Odeyemi, O.O.",2001,"Effect of rearing temperature on the fecundity and development of Euzopherodes vapidella Mann (Lepidoptera: Pyralidae), a pest of stored yam.",Journal of Stored Products Research,37,253-261,"Akure, Nigeria",5.2057909,7.2571325,2,946
Exochomus nigromaculatus,Coleoptera,Coccinellidae,Exochomus,nigromaculatus,9.25,NA,272.45,NA,NA,8.91,11.3,11.87,10.63,9.61,12.36,NA,5.37,NA,NA,70.06,109.2,25.53,24.31,25.33,33.68,NA,96.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,"Atlithan, R. and ™zg”kce, M.S.",2002,"Development, Fecundity and Prey Consumption of. Exochomus nigromaculatus Feeding on Hyalopterus pruni.",Phytoparasitica,30,443-450,"Van,Turkey",43.3729793,38.5012085,2,43
Exorista mella,Diptera,Tachinidae,Exorista,mella,10.8,NA,289.5,NA,NA,12.1,11.9,NA,NA,NA,NA,NA,8.8,NA,NA,33.9,99.4,NA,NA,NA,NA,NA,168.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,"Butler, G.D., Bryan, D.E. and Jackson, C.G.",1968,"Development of the Salt-Marsh Caterpillar Parasite, Exorista mella at Controlled Constant and Variable Temperatures in the Laboratory",Journal of Economic Entomology,61(1),161-163,"Coolidge, Arizona",-111.522,32.97784,1,294
Eyprepocnemis alacris,Orthoptera,Acrididae,Eyprepocnemis,alacris,15.6,NA,1292.6,NA,NA,13.9,16,NA,NA,NA,NA,NA,NA,NA,NA,316.3,987.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Khan H.R., Aziz S.A.",1974,Effect of temperature and humidity on the incubation and hopper development periods of Eyprepocnemis alacris Serville (Orthoptera:Acridoidea).,Acrida,3,47-53,"Aligarh, Uttar Pradesh, India",78.08748,27.89202,2,1033
Eyprepocnemis alacris,Orthoptera,Acrididae,Eyprepocnemis,alacris,17.3,NA,940.5,NA,NA,13.9,18.1,NA,NA,NA,NA,NA,NA,NA,NA,316.3,647.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Khan H.R., Aziz S.A.",1974,Effect of temperature and humidity on the incubation and hopper development periods of Eyprepocnemis alacris Serville (Orthoptera:Acridoidea).,Acrida,3,47-53,"Aligarh, Uttar Pradesh, India",78.08748,27.89202,2,1033
Fannia canicularis,Diptera,Muscidae,Fannia,canicularis,0.5,NA,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,"Meyer, J. A. and B. A. Mullens",1988,Development of immature Fannia spp. (Diptera: Muscidae) at constant laboratory temperatures,Journal of Medical Entomology,25,165-171,"Riverside, California, USA",-119.418,36.77826,2,269
Fannia femoralis,Diptera,Muscidae,Fannia,femoralis,4.9,NA,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,"Meyer, J. A. and B. A. Mullens",1988,Development of immature Fannia spp. (Diptera: Muscidae) at constant laboratory temperatures,Journal of Medical Entomology,25,165-171,"Riverside, California, USA",-119.418,36.77826,2,270
Feltiella acarisuga,Diptera,Cecidomyiidae,Feltiella,acarisuga,5.27,NA,254.37,NA,NA,-1.26,3.22,NA,NA,NA,NA,NA,7.55,NA,NA,51.49,105.14,NA,NA,NA,NA,NA,102.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,"Gillespie, D.R., Opit, G. And Roitberg, B.",2000,"Effects of temperature and relative humidity on development, reproduction, and predation in Feltiella acarisuga (Vallot) (Diptera: Cecidomyiidae).",Biological Control,17,132-138,"Agassiz, British Columbia, Canada",-121.7658827,49.2389409,4,215
Frankliniella fusca,Thysanoptera,Thripidae,Frankliniella,fusca,10.6,NA,233.1,NA,NA,9.7,11.4,NA,NA,NA,NA,NA,13.3,NA,NA,122.1,86.3,NA,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Lowry V.K., Smith J.W., Mitchell F.L.",1992,"Life,fertility tables for Frankliniella fusca (Hinds) and F. occidentalis (Pergande) (Thysanoptera: Thripidae) on peanut.",Annals of the Entomological Society of America,85,744-754,"College Station, Texas, USA",-96.3344068,30.627977,4,1045
Frankliniella occidentalis,Thysanoptera,Thripidae,Frankliniella,occidentalis,7.84,NA,265.16,NA,NA,8.05,7.4,NA,NA,NA,NA,NA,NA,NA,NA,69.79,206.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"McDonald, J.R., Bale, J.S. and Walters, K.F.A.",1998,"Effect of temperature on development of the Western Flower Thrips, Frankliniella occidentalis (Thysanoptera: Thripidae).",European Journal of Entomology,95,301-306,"Birmingham, UK",-1.890401,52.486243,3,1050
Frankliniella occidentalis,Thysanoptera,Thripidae,Frankliniella,occidentalis,7.61,NA,273.63,NA,NA,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"McDonald, J.R., Bale, J.S. and Walters, K.F.A.",1998,"Effect of temperature on development of the Western Flower Thrips, Frankliniella occidentalis (Thysanoptera: Thripidae).",European Journal of Entomology,95,301-306,"Birmingham, UK",-1.890401,52.486243,3,1050
Frankliniella occidentalis,Thysanoptera,Thripidae,Frankliniella,occidentalis,7.84,NA,265.16,NA,NA,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"McDonald, J.R., Bale, J.S. and Walters, K.F.A.",1998,"Effect of temperature on development of the Western Flower Thrips, Frankliniella occidentalis (Thysanoptera: Thripidae).",European Journal of Entomology,95,301-306,"Birmingham, UK",-1.890401,52.486243,3,1050
Frankliniella occidentalis,Thysanoptera,Thripidae,Frankliniella,occidentalis,5.9,NA,263.3,NA,NA,19.4,11.1,NA,NA,NA,NA,NA,3.3,NA,NA,279.6,79.3,NA,NA,NA,NA,NA,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Lowry V.K., Smith J.W., Mitchell F.L.",1992,"Life,fertility tables for Frankliniella fusca (Hinds) and F. occidentalis (Pergande) (Thysanoptera: Thripidae) on peanut.",Annals of the Entomological Society of America,85,744-754,"College Station, Texas, USA",-96.3344068,30.627977,4,1049
Frankliniella occidentalis,Thysanoptera,Thripidae,Frankliniella,occidentalis,0.9,NA,328.49,NA,NA,6.09,NA,NA,NA,NA,NA,NA,6.73,NA,NA,57.04,NA,NA,NA,NA,NA,NA,57.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Ishida, H., Murai, T., Sonoda, S., Yoshida, H., Iaumi, Y. and Tsumuki, H.",2003,Effects of temperature and photoperiod on development and oviposition of Frankliniella occidentalis (Pergande)(Thysanoptera: Thripidae).,Appl. Entomol. Zool.,38(1),65-68,"Daxigou, China",106.5516,29.56301,3,1046
Frankliniella occidentalis,Thysanoptera,Thripidae,Frankliniella,occidentalis,3.1,NA,285.63,NA,NA,6.8,NA,NA,NA,NA,NA,NA,7.41,NA,NA,54.12,NA,NA,NA,NA,NA,NA,55.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Ishida, H., Murai, T., Sonoda, S., Yoshida, H., Iaumi, Y. and Tsumuki, H.",2003,Effects of temperature and photoperiod on development and oviposition of Frankliniella occidentalis (Pergande)(Thysanoptera: Thripidae).,Appl. Entomol. Zool.,38(1),65-68,"Daxigou, China",106.5516,29.56301,3,1046
Frankliniella occidentalis,Thysanoptera,Thripidae,Frankliniella,occidentalis,9.5,NA,194,NA,NA,9.2,8.9,NA,NA,NA,NA,-,10.4,NA,NA,50,91,NA,NA,NA,NA,-,52,NA,NA,49,87,NA,NA,NA,NA,-,#,NA,NA,1,0,0,0,"Katayama, H.",1997,Effect of temperature on development and oviposition of western flower thrips Frankliniella occidentalis (Pergande),Japanese Journal of Applied Entomology and Zoology,41,225-231,"Hamamatsu City, Shizuoka prefecture, Japan",137.7261258,34.7108344,3,1048
Frankliniella occidentalis,Thysanoptera,Thripidae,Frankliniella,occidentalis,10.82,NA,227.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Jaro?¡k, V., Koli ?, M., Lapchin, L., Rochat, J. and Dixon, A.F.G.",1997,Seasonal trends in the population increase of Frankliniella occidentalis (Thysanoptera: Thripidae) on cucumber.,Bulletin of Entomological Research,87,487-495,NA,NA,NA,4,1047
Frankliniella occidentalis,Thysanoptera,Thripidae,Frankliniella,occidentalis,6.8,NA,233.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Stacey, D.A. and Fellowes, M.D.E.",2002,Temperature and the development rates of thrips: Evidence for a constraint on local adaptation?,European Journal of Entomology,99,399-404,"Silwood, Bracknell, United Kingdom",-0.77513,51.39053,2,1051
Frankliniella occidentalis,Thysanoptera,Thripidae,Frankliniella,occidentalis,6.97,NA,239.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"Stacey, D.A. and Fellowes, M.D.E.",2002,Temperature and the development rates of thrips: Evidence for a constraint on local adaptation?,European Journal of Entomology,99,399-404,"York, UK",-1.08815,53.95635,2,1052
Galerucella grisescens,Coleoptera,Chrysomelidae,Galerucella,grisescens,10.32,NA,318.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,"Toda, M. and Yano, K.",1993,Biology of Galerucella grisescens (Joannis). (Coleoptera: Chrysomelidae). 2. Development and seasonal abundance.,Transactions of the Shikoku Entomological Society,20(1),25-30,"Yamaguchi, Japan",131.4682,34.14801,1,119
Galerucella grisescens,Coleoptera,Chrysomelidae,Galerucella,grisescens,10.33,NA,317.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,"Toda, M. and Yano, K.",1993,Biology of Galerucella grisescens (Joannis). (Coleoptera: Chrysomelidae). 2. Development and seasonal abundance.,Transactions of the Shikoku Entomological Society,20(1),25-30,"Yamaguchi, Japan",131.4682,34.14801,1,119
